,Root,SearchRoot,Parents,Meanings,SearchMeanings,Lang,Clade_Count,Hellenic,Anatolian,Balto-Slavic,Germanic,Albanian,Italic,Celtic,Armenian,Tocharian,Indo-Iranic
5092,արծաթ, արծաթ ,['h₂r̥ǵn̥tóm'],silver, silver ,xcl,1,0,0,0,0,0,0,0,1,0,0
5093,arcant-, arcant- ,['h₂r̥ǵn̥tóm'],silver, silver ,hyx-pro,1,0,0,0,0,0,0,0,1,0,0
5094,argantom, argantom ,['h₂r̥ǵn̥tóm'],silver, silver ,cel-pro,1,0,0,0,0,0,0,1,0,0,0
5095,रजत, रजत ,['h₂r̥ǵn̥tóm'],silver, silver ,sa,1,0,0,0,0,0,0,0,0,0,1
5096,Hraȷ́atám, Hraȷ́atám ,['h₂r̥ǵn̥tóm'],silver, silver ,inc-pro,1,0,0,0,0,0,0,0,0,0,1
5097,Hr̥jatám, Hr̥jatám ,['h₂r̥ǵn̥tóm'],silver, silver ,ira-pro,1,0,0,0,0,0,0,0,0,0,1
5098,Hr̥ȷ́atám, Hr̥ȷ́atám ,['h₂r̥ǵn̥tóm'],silver, silver ,iir-pro,1,0,0,0,0,0,0,0,0,0,1
5099,argentom, argentom ,['h₂r̥ǵn̥tóm'],silver, silver ,itc-pro,1,0,0,0,0,0,1,0,0,0,0
5100,"h₂r̥ǵénts, h₂r̥ǵn̥tés", h₂r̥ǵénts | h₂r̥ǵn̥tés ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,4,0,0,0,0,0,1,1,1,0,1
5101,Ἄργος, Ἄργος ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",grc,1,1,0,0,0,0,0,0,0,0,0
5102,árgos, árgos ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
5103,ἐν-αργής, ἐν-αργής ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",grc,1,1,0,0,0,0,0,0,0,0,0
5104,-argḗs, -argḗs ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
5105,h₂(e)rǵḗs, h₂(e)rǵḗs | h₂erǵḗs | h₂rǵḗs ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,1,1,0,0,0,0,0,0,0,0,0
5106,"h₂érǵos, h₂érǵesos", h₂érǵos | h₂érǵesos ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,1,1,0,0,0,0,0,0,0,0,0
5107,"𒄯𒆠𒅖, 𒄯𒅗𒅖", 𒄯𒆠𒅖 | 𒄯𒅗𒅖 ,['h₂erǵ-'],"white, bright"," white, bright ",hit,1,0,1,0,0,0,0,0,0,0,0
5108,Hárǵis, Hárǵis ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-ana-pro,1,0,1,0,0,0,0,0,0,0,0
5109,ऋजिश्वन्, ऋजिश्वन् ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",sa,1,0,0,0,0,0,0,0,0,0,1
5110,Hr̥ȷ́i-, Hr̥ȷ́i- ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
5111,Hr̥ȷ́i-, Hr̥ȷ́i- ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
5112,ἀργί-πους, ἀργί-πους ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",grc,1,1,0,0,0,0,0,0,0,0,0
5113,argi-, argi- ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
5114,Hr̥ȷ́ipyás, Hr̥ȷ́ipyás ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
5115,"αἰγυπιός, ἀργιόπους", αἰγυπιός | ἀργιόπους ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",grc,1,1,0,0,0,0,0,0,0,0,0
5116,argipiós, argipiós ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
5117,արծուի, արծուի ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",xcl,1,0,0,0,0,0,0,0,1,0,0
5118,h₂r̥ǵipyós, h₂r̥ǵipyós ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,3,1,0,0,0,0,0,0,1,0,1
5119,"h₂érǵis, h₂r̥ǵéys", h₂érǵis | h₂r̥ǵéys ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,4,1,1,0,0,0,0,0,1,0,1
5120,aecker, aecker ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",nl,1,0,0,0,1,0,0,0,0,0,0
5121,acker, acker ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",dum,1,0,0,0,1,0,0,0,0,0,0
5122,akar, akar ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",odt,1,0,0,0,1,0,0,0,0,0,0
5123,"arkr, akr", arkr | akr ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",gmw-pro,1,0,0,0,1,0,0,0,0,0,0
5124,"eorcan, eorcnan, earcnan", eorcan | eorcnan | earcnan ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ang,1,0,0,0,1,0,0,0,0,0,0
5125,erchan, erchan ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",goh,1,0,0,0,1,0,0,0,0,0,0
5126,𐌰𐌹𐍂𐌺𐌽𐍃, 𐌰𐌹𐍂𐌺𐌽𐍃 ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",got,1,0,0,0,1,0,0,0,0,0,0
5127,arkanaz, arkanaz ,['h₂erǵ-'],"genuine, pure"," genuine, pure ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
5128,"arkrą, akrą", arkrą | akrą ,['h₂erǵ-'],type of metal, type of metal ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
5129,h₂érǵrom, h₂érǵrom ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
5130,ἀργός, ἀργός ,['h₂erǵ-'],"white, bright"," white, bright ",grc,1,1,0,0,0,0,0,0,0,0,0
5131,ऋज्र, ऋज्र ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",sa,1,0,0,0,0,0,0,0,0,0,1
5132,Hr̥ȷ́rás, Hr̥ȷ́rás ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
5133,Hr̥ȷ́rás, Hr̥ȷ́rás ,['h₂erǵ-'],"red, reddish"," red, reddish ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
5134,h₂r̥ǵrós, h₂r̥ǵrós ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,2,1,0,0,0,0,0,0,0,0,1
5135,arguō, arguō ,['h₂erǵ-'],to make clear, to make clear ,la,1,0,0,0,0,0,1,0,0,0,0
5136,arguō, arguō ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
5137,argus, argus ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
5138,अर्जुन, अर्जुन ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",hi,1,0,0,0,0,0,0,0,0,0,1
5139,ajjuna, ajjuna ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",pi,1,0,0,0,0,0,0,0,0,0,1
5140,অজ্জুন, অজ্জুন ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",bn,1,0,0,0,0,0,0,0,0,0,1
5141,𑀅𑀚𑁆𑀚𑀼𑀡, 𑀅𑀚𑁆𑀚𑀼𑀡 ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",pra-mah,1,0,0,0,0,0,0,0,0,0,1
5142,अर्जुन, अर्जुन ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",sa,1,0,0,0,0,0,0,0,0,0,1
5143,Hárȷ́unam, Hárȷ́unam ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
5144,Hárȷ́unam, Hárȷ́unam ,['h₂erǵ-'],"silver, white"," silver, white ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
5145,"h₂érǵunom, h₂érǵwr̥, h₂r̥ǵwéns", h₂érǵunom | h₂érǵwr̥ | h₂r̥ǵwéns ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
5146,ἄργυρος, ἄργυρος ,['h₂erǵ-'],silver, silver ,grc,1,1,0,0,0,0,0,0,0,0,0
5147,"h₂érǵuros, h₂érǵwr̥, h₂r̥ǵwéns", h₂érǵuros | h₂érǵwr̥ | h₂r̥ǵwéns ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,1,1,0,0,0,0,0,0,0,0,0
5148,ārkwi, ārkwi ,['h₂erǵ-'],white, white ,ine-toc-pro,1,0,0,0,0,0,0,0,0,1,0
5149,h₂érǵwis, h₂érǵwis ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,1,0,0,0,0,0,0,0,0,1,0
5150,h₂érǵus, h₂érǵus ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,4,1,0,0,0,0,1,0,0,1,1
5151,ėrɣ, ėrɣ ,['h₂erǵ-'],snow, snow ,cel-bry-pro,1,0,0,0,0,0,0,1,0,0,0
5152,Argiotalus, Argiotalus ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",la,1,0,0,0,0,0,1,0,0,0,0
5153,Argiotalos, Argiotalos ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",cel-gau,2,0,0,0,0,0,1,1,0,0,0
5154,argios, argios ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",cel-gau,2,0,0,0,0,0,1,1,0,0,0
5155,argyos, argyos ,['h₂erǵ-'],white, white ,cel-pro,2,0,0,0,0,0,1,1,0,0,0
5156,h₂r̥ǵyós, h₂r̥ǵyós ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,2,0,0,0,0,0,1,1,0,0,0
5157,"h₂érǵnōw, h₂r̥ǵnwós", h₂érǵnōw | h₂r̥ǵnwós ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,1,0,1,0,0,0,0,0,0,0,0
5158,ἀργής, ἀργής ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",grc,1,1,0,0,0,0,0,0,0,0,0
5159,argḗts, argḗts ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
5160,h₂r̥ǵḗts, h₂r̥ǵḗts ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",ine-pro,1,1,0,0,0,0,0,0,0,0,0
5161,արծնեմ, արծնեմ ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",xcl,1,0,0,0,0,0,0,0,1,0,0
5162,արծարծեմ, արծարծեմ ,['h₂erǵ-'],"glittering, white, argent"," glittering, white, argent ",xcl,1,0,0,0,0,0,0,0,1,0,0
5163,h₂sews-, h₂sews- ,['none'],to be dry, to be dry ,ine-pro,5,1,0,1,1,0,1,0,0,0,1
5164,αὕω, αὕω ,['h₂sews-'],to dry (tr.), to dry tr. to dry  ,grc,1,1,0,0,0,0,0,0,0,0,0
5165,ahúhyō, ahúhyō ,['h₂sews-'],to be dry, to be dry ,grk-pro,1,1,0,0,0,0,0,0,0,0,0
5166,शुष्यति, शुष्यति ,['h₂sews-'],to be dry, to be dry ,sa,1,0,0,0,0,0,0,0,0,0,1
5167,Hsúṣyati, Hsúṣyati ,['h₂sews-'],to be dry, to be dry ,inc-pro,1,0,0,0,0,0,0,0,0,0,1
5168,Hsúšyati, Hsúšyati ,['h₂sews-'],to be dry, to be dry ,iir-pro,1,0,0,0,0,0,0,0,0,0,1
5169,h₂susyéti, h₂susyéti ,['h₂sews-'],to be dry, to be dry ,ine-pro,2,1,0,0,0,0,0,0,0,0,1
5170,sъxnǫti, sъxnǫti ,['h₂sews-'],to be dry, to be dry ,sla-pro,1,0,0,1,0,0,0,0,0,0,0
5171,h₂susnéti, h₂susnéti ,['h₂sews-'],to be dry, to be dry ,ine-pro,1,0,0,1,0,0,0,0,0,0,0
5172,h₂sowséyeti, h₂sowséyeti ,"['-éyeti', 'h₂sews-']","to be drying, to be making dry"," to be drying, to be making dry ",ine-pro,3,0,0,1,1,0,0,0,0,0,1
5173,sušiti, sušiti ,['h₂sowséyeti'],"to be drying, to be making dry"," to be drying, to be making dry ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
5174,sáušīˀtei, sáušīˀtei ,['h₂sowséyeti'],"to be drying, to be making dry"," to be drying, to be making dry ",ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
5175,शोषयति, शोषयति ,['h₂sowséyeti'],"to be drying, to be making dry"," to be drying, to be making dry ",sa,1,0,0,0,0,0,0,0,0,0,1
5176,Hsawṣáyati, Hsawṣáyati ,['h₂sowséyeti'],"to be drying, to be making dry"," to be drying, to be making dry ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
5177,Hsawšáyati, Hsawšáyati ,['h₂sowséyeti'],"to be drying, to be making dry"," to be drying, to be making dry ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
5178,sauzijaną, sauzijaną ,['h₂sowséyeti'],"to be drying, to be making dry"," to be drying, to be making dry ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
5179,h₂sowsós, h₂sowsós ,['h₂sews-'],dry, dry ,ine-pro,3,0,0,1,1,0,0,0,0,0,1
5180,saušás, saušás ,['h₂sowsós'],dry, dry ,ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
5181,sauzaz, sauzaz ,['h₂sowsós'],dry, dry ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
5182,शोष, शोष ,['h₂sowsós'],dry, dry ,sa,1,0,0,0,0,0,0,0,0,0,1
5183,Hsawṣas, Hsawṣas ,['h₂sowsós'],dry, dry ,inc-pro,1,0,0,0,0,0,0,0,0,0,1
5184,Hsawšas, Hsawšas ,['h₂sowsós'],dry, dry ,iir-pro,1,0,0,0,0,0,0,0,0,0,1
5185,αὖος, αὖος ,['h₂sews-'],to be dry, to be dry ,grc,1,1,0,0,0,0,0,0,0,0,0
5186,h₂súsos, h₂súsos ,['h₂sews-'],to be dry, to be dry ,ine-pro,1,1,0,0,0,0,0,0,0,0,0
5187,sūdus, sūdus ,['h₂sews-'],to be dry, to be dry ,la,1,0,0,0,0,0,1,0,0,0,0
5188,suzdos, suzdos ,['h₂sews-'],to be dry, to be dry ,itc-pro,1,0,0,0,0,0,1,0,0,0,0
5189,h₂susdo-, h₂susdo- ,['h₂sews-'],to be dry, to be dry ,ine-pro,1,0,0,0,0,0,1,0,0,0,0
5190,"saũsti, saũsinti", saũsti | saũsinti ,['h₂sews-'],"to wither, to dry (transitive)"," to wither, to dry transitive to wither, to dry  ",lt,1,0,0,1,0,0,0,0,0,0,0
5191,sust, sust ,['h₂sews-'],to dry, to dry ,lv,1,0,0,1,0,0,0,0,0,0,0
5192,Hsúškas, Hsúškas ,['h₂sews-'],to be dry, to be dry ,iir-pro,1,0,0,0,0,0,0,0,0,0,1
5193,h₂sewt-, h₂sewt- ,['none'],"to seethe, to boil"," to seethe, to boil ",ine-pro,3,1,0,1,1,0,0,0,0,0,0
5194,siautėti, siautėti ,['h₂sewt-'],to rage, to rage ,lt,1,0,0,1,0,0,0,0,0,0,0
5195,seuþaną, seuþaną ,['h₂sewt-'],"seethe, boil"," seethe, boil ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
5196,"h₂sḗwtti, h₂séwtn̥ti", h₂sḗwtti | h₂séwtn̥ti ,['h₂sewt-'],"to seethe, to boil"," to seethe, to boil ",ine-pro,2,0,0,1,1,0,0,0,0,0,0
5197,ἀϋτμή, ἀϋτμή ,['h₂sewt-'],"breath, scent"," breath, scent ",grc,1,1,0,0,0,0,0,0,0,0,0
5198,h₂sutméh₂, h₂sutméh₂ ,['h₂sewt-'],"to seethe, to boil"," to seethe, to boil ",ine-pro,1,1,0,0,0,0,0,0,0,0,0
5199,šutъ, šutъ ,['h₂sewt-'],clumsy person, clumsy person ,sla-pro,1,0,0,1,0,0,0,0,0,0,0
5200,h₂weh₁-, h₂weh₁- ,['none'],to blow of wind, to blow of wind ,ine-pro,10,1,1,1,1,1,1,1,1,1,1
5201,h₂wḗh₁ti, h₂wḗh₁ti ,['h₂weh₁-'],to blow of wind, to blow of wind ,ine-pro,8,1,1,1,1,0,1,1,0,1,1
5202,h₂wéh₁n̥ts, h₂wéh₁n̥ts ,"['h₂weh₁-', 'h₂wḗh₁ti']","blowing, that which blows, the wind, air"," blowing, that which blows, the wind, air ",ine-pro,7,1,1,0,1,0,1,1,0,1,1
5203,𒄷𒉿𒀭𒍝, 𒄷𒉿𒀭𒍝 ,['h₂wéh₁n̥ts'],"blowing, that which blows, the wind, air"," blowing, that which blows, the wind, air ",hit,1,0,1,0,0,0,0,0,0,0,0
5204,wintos, wintos ,['h₂wéh₁n̥ts'],"blowing, that which blows, the wind, air"," blowing, that which blows, the wind, air ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
5205,windaz, windaz ,['h₂wéh₁n̥ts'],"blowing, that which blows, the wind, air"," blowing, that which blows, the wind, air ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
5206,"ἀείς, ἀέντα", ἀείς | ἀέντα ,['h₂wéh₁n̥ts'],"blowing, that which blows, the wind, air"," blowing, that which blows, the wind, air ",grc,1,1,0,0,0,0,0,0,0,0,0
5207,awḗəts, awḗəts ,['h₂wéh₁n̥ts'],"blowing, that which blows, the wind, air"," blowing, that which blows, the wind, air ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
5208,HwáHatas, HwáHatas ,['h₂wéh₁n̥ts'],"blowing, that which blows, the wind, air"," blowing, that which blows, the wind, air ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
5209,wentos, wentos ,['h₂wéh₁n̥ts'],"blowing, that which blows, the wind, air"," blowing, that which blows, the wind, air ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
5210,wyente, wyente ,['h₂wéh₁n̥ts'],"blowing, that which blows, the wind, air"," blowing, that which blows, the wind, air ",ine-toc-pro,1,0,0,0,0,0,0,0,0,1,0
5211,wḗˀtei, wḗˀtei ,['h₂wḗh₁ti'],to blow of wind, to blow of wind ,ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
5212,wēaną, wēaną ,['h₂wḗh₁ti'],to blow of wind, to blow of wind ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
5213,áwēmi, áwēmi ,['h₂wḗh₁ti'],to blow of wind, to blow of wind ,grk-pro,1,1,0,0,0,0,0,0,0,0,0
5214,वाति, वाति ,['h₂wḗh₁ti'],to blow of wind, to blow of wind ,sa,1,0,0,0,0,0,0,0,0,0,1
5215,Hwā́ti, Hwā́ti ,['h₂wḗh₁ti'],to blow of wind, to blow of wind ,inc-pro,1,0,0,0,0,0,0,0,0,0,1
5216,𐬬𐬁𐬌𐬙𐬌, 𐬬𐬁𐬌𐬙𐬌 ,['h₂wḗh₁ti'],to blow of wind, to blow of wind ,ae,1,0,0,0,0,0,0,0,0,0,1
5217,Hwā́tī, Hwā́tī ,['h₂wḗh₁ti'],to blow of wind, to blow of wind ,ira-pro,1,0,0,0,0,0,0,0,0,0,1
5218,Hwā́ti, Hwā́ti ,['h₂wḗh₁ti'],to blow of wind, to blow of wind ,iir-pro,1,0,0,0,0,0,0,0,0,0,1
5219,vė́tra, vė́tra ,['h₂weh₁-'],storm, storm ,lt,1,0,0,1,0,0,0,0,0,0,0
5220,vȩ̄tra, vȩ̄tra ,['h₂weh₁-'],storm, storm ,lv,1,0,0,1,0,0,0,0,0,0,0
5221,vetro, vetro ,['h₂weh₁-'],wind, wind ,prg,1,0,0,1,0,0,0,0,0,0,0
5222,větrъ, větrъ ,['h₂weh₁-'],wind, wind ,sla-pro,1,0,0,1,0,0,0,0,0,0,0
5223,wēˀtrāˀ, wēˀtrāˀ ,['h₂weh₁-'],to blow of wind, to blow of wind ,ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
5224,h₂weh₁tro-, h₂weh₁tro- ,['h₂weh₁-'],to blow of wind, to blow of wind ,ine-pro,1,0,0,1,0,0,0,0,0,0,0
5225,vė́jas, vė́jas ,['h₂weh₁-'],wind, wind ,lt,1,0,0,1,0,0,0,0,0,0,0
5226,vējš, vējš ,['h₂weh₁-'],wind, wind ,lv,1,0,0,1,0,0,0,0,0,0,0
5227,HwaHyúš, HwaHyúš ,['h₂weh₁-'],to blow of wind, to blow of wind ,iir-pro,1,0,0,0,0,0,0,0,0,0,1
5228,h₂weh₁yús, h₂weh₁yús ,['h₂weh₁-'],wind, wind ,ine-pro,2,0,0,1,0,0,0,0,0,0,1
5229,օդ, օդ ,['h₂weh₁-'],to blow of wind, to blow of wind ,hy,1,0,0,0,0,0,0,0,1,0,0
5230,"աւդ, օդ", աւդ | օդ ,['h₂weh₁-'],to blow of wind, to blow of wind ,xcl,1,0,0,0,0,0,0,0,1,0,0
5231,h₂ew(h₁)dʰ-, h₂ew(h₁)dʰ- | h₂ewh₁dʰ- | h₂ewdʰ- ,['h₂weh₁-'],to blow of wind, to blow of wind ,ine-pro,1,0,0,0,0,0,0,0,1,0,0
5232,awelā, awelā ,['h₂weh₁-'],to blow of wind, to blow of wind ,cel-pro,1,0,0,0,0,0,0,1,0,0,0
5233,h₂ewh₁eleh₂, h₂ewh₁eleh₂ ,['h₂weh₁-'],to blow of wind, to blow of wind ,ine-pro,1,0,0,0,0,0,0,1,0,0,0
5234,h₂uh₁do-, h₂uh₁do- ,['h₂weh₁-'],to blow of wind, to blow of wind ,ine-pro,1,0,1,0,0,0,0,0,0,0,0
5235,"h₂uh₁ntrie-, h₂uh₁ntrio-", h₂uh₁ntrie- | h₂uh₁ntrio- ,['h₂weh₁-'],to blow of wind, to blow of wind ,ine-pro,1,0,1,0,0,0,0,0,0,0,0
5236,"h₂uh₁oyey, h₂uh₁ienti", h₂uh₁oyey | h₂uh₁ienti ,['h₂weh₁-'],to blow of wind, to blow of wind ,ine-pro,1,0,1,0,0,0,0,0,0,0,0
5237,ἄεθλον, ἄεθλον ,['h₂weh₁-'],to blow of wind, to blow of wind ,grc,1,1,0,0,0,0,0,0,0,0,0
5238,awetʰlon, awetʰlon ,['h₂weh₁-'],to blow of wind, to blow of wind ,grk-pro,1,1,0,0,0,0,0,0,0,0,0
5239,h₂uh₁dʰlo-, h₂uh₁dʰlo- ,['h₂weh₁-'],to blow of wind, to blow of wind ,ine-pro,1,1,0,0,0,0,0,0,0,0,0
5240,"αὔελλα, ἀέλλη, ἄελλα", αὔελλα | ἀέλλη | ἄελλα ,['h₂weh₁-'],to blow of wind, to blow of wind ,grc,1,1,0,0,0,0,0,0,0,0,0
5241,aweľľā, aweľľā ,['h₂weh₁-'],to blow of wind, to blow of wind ,grk-pro,1,1,0,0,0,0,0,0,0,0,0
5242,h₂uh₁lyeh₂, h₂uh₁lyeh₂ ,['h₂weh₁-'],to blow of wind, to blow of wind ,ine-pro,1,1,0,0,0,0,0,0,0,0,0
5243,vetëtin, vetëtin ,['h₂weh₁-'],it thunders, it thunders ,sq,1,0,0,0,0,1,0,0,0,0,0
5244,fjur, fjur ,['h₂weh₁-'],aloft, aloft ,sq,1,0,0,0,0,1,0,0,0,0,0
5245,awuòr, awuòr ,['h₂weh₁-'],to blow of wind, to blow of wind ,sqj-pro,1,0,0,0,0,1,0,0,0,0,0
5246,vėsùs, vėsùs ,['h₂weh₁-'],"fresh, cool"," fresh, cool ",lt,1,0,0,1,0,0,0,0,0,0,0
5247,vȩ̄ss, vȩ̄ss ,['h₂weh₁-'],"fresh, cool"," fresh, cool ",lv,1,0,0,1,0,0,0,0,0,0,0
5248,"ἀτμός, ἀϋτμή, ἀίσθω", ἀτμός | ἀϋτμή | ἀίσθω ,['h₂weh₁-'],to blow of wind, to blow of wind ,grc,1,1,0,0,0,0,0,0,0,0,0
5249,vængr, vængr ,['h₂weh₁-'],to blow of wind, to blow of wind ,non,1,0,0,0,1,0,0,0,0,0,0
5250,वीज्, वीज् ,['h₂weh₁-'],to blow of wind, to blow of wind ,sa,1,0,0,0,0,0,0,0,0,0,1
5251,وز, وز ,['h₂weh₁-'],to blow of wind, to blow of wind ,fa,1,0,0,0,0,0,0,0,0,0,1
5252,"vannus, vatillum", vannus | vatillum ,['h₂weh₁-'],to blow of wind, to blow of wind ,la,1,0,0,0,0,0,1,0,0,0,0
5253,वा, वा ,['h₂weh₁-'],to blow of wind, to blow of wind ,sa,1,0,0,0,0,0,0,0,0,0,1
5254,HwaH-, HwaH- ,['h₂weh₁-'],to blow of wind, to blow of wind ,inc-pro,1,0,0,0,0,0,0,0,0,0,1
5255,HwaH-, HwaH- ,['h₂weh₁-'],to blow of wind, to blow of wind ,iir-pro,1,0,0,0,0,0,0,0,0,0,1
5256,h₂welh₁-, h₂welh₁- ,['none'],"strong, powerful, to rule"," strong, powerful, to rule ",ine-pro,6,0,1,1,1,0,1,1,0,1,0
5257,waldaną, waldaną ,['h₂welh₁-'],to rule, to rule ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
5258,"h₂welh₁t, h₂wl̥h₁ént", h₂welh₁t | h₂wl̥h₁ént ,['h₂welh₁-'],"strong, powerful, to rule"," strong, powerful, to rule ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
5259,𒄷𒌌𒇷𒄑𒍣, 𒄷𒌌𒇷𒄑𒍣 ,['h₂welh₁-'],"to smash, to defeat"," to smash, to defeat ",hit,1,0,1,0,0,0,0,0,0,0,0
5260,"h₂wl̥néh₁ti, h₂wl̥nh₁énti", h₂wl̥néh₁ti | h₂wl̥nh₁énti ,['h₂welh₁-'],"strong, powerful, to rule"," strong, powerful, to rule ",ine-pro,1,0,1,0,0,0,0,0,0,0,0
5261,follnaithir, follnaithir ,['h₂welh₁-'],"to rule, to govern"," to rule, to govern ",sga,1,0,0,0,0,0,0,1,0,0,0
5262,walnāti, walnāti ,['h₂welh₁-'],"strong, powerful, to rule"," strong, powerful, to rule ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
5263,"h₂wl̥néh₂ti, h₂wl̥nh₂énti", h₂wl̥néh₂ti | h₂wl̥nh₂énti ,['h₂welh₁-'],"strong, powerful, to rule"," strong, powerful, to rule ",ine-pro,1,0,0,0,0,0,0,1,0,0,0
5264,veldėti, veldėti ,['h₂welh₁-'],"to inherit, to possess, to govern"," to inherit, to possess, to govern ",lt,1,0,0,1,0,0,0,0,0,0,0
5265,власти, власти ,['h₂welh₁-'],to rule, to rule ,cu,1,0,0,1,0,0,0,0,0,0,0
5266,volsti, volsti ,['h₂welh₁-'],"strong, powerful, to rule"," strong, powerful, to rule ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
5267,volděti, volděti ,['h₂welh₁-'],to rule, to rule ,sla-pro,1,0,0,1,0,0,0,0,0,0,0
