,Root,SearchRoot,Parents,Meanings,SearchMeanings,Lang,Clade_Count,Hellenic,Anatolian,Balto-Slavic,Germanic,Albanian,Italic,Celtic,Armenian,Tocharian,Indo-Iranic
32608,rě̄kà, rě̄kà ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
32609,h₃roy(H)keh₂, h₃roy(H)keh₂ | h₃royHkeh₂ | h₃roykeh₂ ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",ine-pro,1,0,0,1,0,0,0,0,0,0,0
32610,ròjь, ròjь ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
32611,रय, रय ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",sa,1,0,0,0,0,0,0,0,0,0,1
32612,Hráyas, Hráyas ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
32613,Hráyas, Hráyas ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
32614,h₃róyHos, h₃róyHos ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",ine-pro,2,0,0,1,0,0,0,0,0,0,1
32615,HriHyáti, HriHyáti ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
32616,h₃riHyéti, h₃riHyéti ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
32617,ریم, ریم ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",fa,1,0,0,0,0,0,0,0,0,0,1
32618,HriHmáh, HriHmáh ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
32619,HriHmás, HriHmás ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
32620,h₃riHmós, h₃riHmós ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
32621,reinos, reinos ,['h₃reyH-'],"river, waterway"," river, waterway ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
32622,h₃riHnós, h₃riHnós ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",ine-pro,1,0,0,0,0,0,0,1,0,0,0
32623,irrītō, irrītō ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",la,1,0,0,0,0,0,1,0,0,0,0
32624,rītos, rītos ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
32625,h₃riHtós, h₃riHtós ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",ine-pro,1,0,0,0,0,0,1,0,0,0,0
32626,रेतस्, रेतस् ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",sa,1,0,0,0,0,0,0,0,0,0,1
32627,Hráytas, Hráytas ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
32628,Hráytas, Hráytas ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
32629,"h₃réy(H)tos, h₃réy(H)tesos", h₃réy(H)tos | h₃réy(H)tesos | h₃réyHtos | h₃réy(H)tesos | h₃réy(H)tos | h₃réyHtesos | h₃réytos | h₃réy(H)tesos | h₃réy(H)tos | h₃réytesos | h₃réyHtos | h₃réyHtesos | h₃réyHtos | h₃réytesos | h₃réytos | h₃réyHtesos | h₃réytos | h₃réytesos ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
32630,rīvus, rīvus ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",la,1,0,0,0,0,0,1,0,0,0,0
32631,rīwos, rīwos ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
32632,h₃riHwós, h₃riHwós ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",ine-pro,1,0,0,0,0,0,1,0,0,0,0
32633,rě̀jati, rě̀jati ,['h₃reyH-'],"to move quickly, to move push forward"," to move quickly, to move push forward ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
32634,ráiˀtei, ráiˀtei ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
32635,h₃royHeti, h₃royHeti ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",ine-pro,1,0,0,1,0,0,0,0,0,0,0
32636,rynny, rynny ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",kw,1,0,0,0,0,0,0,1,0,0,0
32637,rin, rin ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",wlm,1,0,0,0,0,0,0,1,0,0,0
32638,renn, renn ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",mga,1,0,0,0,0,0,0,1,0,0,0
32639,rinnos, rinnos ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
32640,h₃riHndos, h₃riHndos ,['h₃reyH-'],"to move, to set in motion, to boil, to churn, to flow, to stream (of water), to pour, to rain"," to move, to set in motion, to boil, to churn, to flow, to stream of water, to pour, to rain to move, to set in motion, to boil, to churn, to flow, to stream , to pour, to rain ",ine-pro,1,0,0,0,0,0,0,1,0,0,0
32641,reideit(i), reideit(i) | reideiti | reideit ,['h₃reyH-'],"to try to get someone to attack a person or animal, to try to get someone to get angry"," to try to get someone to attack a person or animal, to try to get someone to get angry ",ltg,1,0,0,1,0,0,0,0,0,0,0
32642,h₃rew-, h₃rew- ,['h₃er-'],"to run, to hurry"," to run, to hurry ",ine-pro,6,1,0,1,0,1,1,1,0,0,1
32643,h₃reweti, h₃reweti ,['h₃rew-'],"to run, to hurry"," to run, to hurry ",ine-pro,1,0,0,0,0,0,1,0,0,0,0
32644,rashë, rashë ,['h₃rew-'],"to run, to hurry"," to run, to hurry ",sq,1,0,0,0,0,1,0,0,0,0,0
32645,rauša, rauša ,['h₃rew-'],"to run, to hurry"," to run, to hurry ",sqj-pro,1,0,0,0,0,1,0,0,0,0,0
32646,h₃rewseti, h₃rewseti ,['h₃rew-'],"to run, to hurry"," to run, to hurry ",ine-pro,1,0,0,0,0,1,0,0,0,0,0
32647,routrom, routrom ,['h₃rew-'],"to run, to hurry"," to run, to hurry ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
32648,h₃réwtrom, h₃réwtrom ,['h₃rew-'],"to run, to hurry"," to run, to hurry ",ine-pro,1,0,0,0,0,0,0,1,0,0,0
32649,ὀρούω, ὀρούω ,['h₃rew-'],"to run, to hurry"," to run, to hurry ",grc,1,1,0,0,0,0,0,0,0,0,0
32650,orówō, orówō ,['h₃rew-'],"to run, to hurry"," to run, to hurry ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
32651,h₃róweti, h₃róweti ,['h₃rew-'],"to run, to hurry"," to run, to hurry ",ine-pro,1,1,0,0,0,0,0,0,0,0,0
32652,ruxъ, ruxъ ,['h₃rew-'],"to run, to hurry"," to run, to hurry ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
32653,raušas, raušas ,['h₃rew-'],"to run, to hurry"," to run, to hurry ",ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
32654,h₃rowsos, h₃rowsos ,['h₃rew-'],"to run, to hurry"," to run, to hurry ",ine-pro,1,0,0,1,0,0,0,0,0,0,0
32655,رمبیدن, رمبیدن ,['h₃rew-'],"destroy, collapse"," destroy, collapse ",fa,1,0,0,0,0,0,0,0,0,0,1
32656,ڕوخان, ڕوخان ,['h₃rew-'],"destroy, collapse"," destroy, collapse ",ckb,1,0,0,0,0,0,0,0,0,0,1
32657,رئمئسئ, رئمئسئ ,['h₃rew-'],get destroyed, get destroyed ,lrc,1,0,0,0,0,0,0,0,0,0,1
32658,Hrum-, Hrum- ,['h₃rew-'],"destroy, collapse"," destroy, collapse ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
32659,ar-, ar- ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",xto,1,0,0,0,0,0,0,0,0,1,0
32660,er-, er- ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",txb,1,0,0,0,0,0,0,0,0,1,0
32661,er-, er- ,['h₃er-'],"to evoke, to bring forth, to produce"," to evoke, to bring forth, to produce ",ine-toc-pro,1,0,0,0,0,0,0,0,0,1,0
32662,"ऋ, ईर्", ऋ | ईर् ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",sa,1,0,0,0,0,0,0,0,0,0,1
32663,յարեայ, յարեայ ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",xcl,1,0,0,0,0,0,0,0,1,0,0
32664,ὦρτο, ὦρτο ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",grc,1,1,0,0,0,0,0,0,0,0,0
32665,आर्त, आर्त ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",sa,1,0,0,0,0,0,0,0,0,0,1
32666,𐬎𐬰𐬁𐬭𐬆𐬱𐬎𐬎𐬁, 𐬎𐬰𐬁𐬭𐬆𐬱𐬎𐬎𐬁 ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",ae,1,0,0,0,0,0,0,0,0,0,1
32667,ertär, ertär ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",txb,1,0,0,0,0,0,0,0,0,1,0
32668,"h₃ért, h₃rént", h₃ért | h₃rént ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",ine-pro,4,1,0,0,0,0,0,0,1,1,1
32669,"𒅈𒉡𒊻𒍣, 𒅈𒉡𒍣", 𒅈𒉡𒊻𒍣 | 𒅈𒉡𒍣 ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",hit,1,0,1,0,0,0,0,0,0,0,0
32670,rinǫti, rinǫti ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
32671,ὄρνῡμι, ὄρνῡμι ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",grc,1,1,0,0,0,0,0,0,0,0,0
32672,órnūmi, órnūmi ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
32673,Hr̥náwti, Hr̥náwti ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
32674,"h₃r̥néwti, h₃r̥nwénti", h₃r̥néwti | h₃r̥nwénti ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",ine-pro,6,1,1,1,1,0,0,0,1,0,1
32675,इयर्ति, इयर्ति ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",sa,1,0,0,0,0,0,0,0,0,0,1
32676,HiHárti, HiHárti ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
32677,𐬍𐬭𐬀𐬙𐬏, 𐬍𐬭𐬀𐬙𐬏 ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",ae-old,1,0,0,0,0,0,0,0,0,0,1
32678,HiHárti, HiHárti ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
32679,HiHárti, HiHárti ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
32680,"h₃ih₃érti, h₃ih₃rénti", h₃ih₃érti | h₃ih₃rénti ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
32681,ὄρος, ὄρος ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",grc,1,1,0,0,0,0,0,0,0,0,0
32682,"h₃éros, h₃éresos", h₃éros | h₃éresos ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",ine-pro,1,1,0,0,0,0,0,0,0,0,0
32683,𒀀𒊒𒈾𒀸, 𒀀𒊒𒈾𒀸 ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",hit,1,0,1,0,0,0,0,0,0,0,0
32684,h₃réwnos, h₃réwnos ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",ine-pro,1,0,1,0,0,0,0,0,0,0,0
32685,արմ, արմ ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",hy,1,0,0,0,0,0,0,0,1,0,0
32686,"արմն, արմ", արմն | արմ ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",xcl,1,0,0,0,0,0,0,0,1,0,0
32687,արթ-, արթ- ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",xcl,1,0,0,0,0,0,0,0,1,0,0
32688,ortь, ortь ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
32689,ernustuz, ernustuz ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
32690,arniz, arniz ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
32691,ὀρίνω, ὀρίνω ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",grc,1,1,0,0,0,0,0,0,0,0,0
32692,ὄρμενος, ὄρμενος ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",grc,1,1,0,0,0,0,0,0,0,0,0
32693,ὀροθῡ́νω, ὀροθῡ́νω ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",grc,1,1,0,0,0,0,0,0,0,0,0
32694,ār-, ār- ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",xto,1,0,0,0,0,0,0,0,0,1,0
32695,ār-, ār- ,['h₃er-'],"to rise, to spring, to move, to stir"," to rise, to spring, to move, to stir ",txb,1,0,0,0,0,0,0,0,0,1,0
32696,h₂erh₃-, h₂erh₃- ,['none'],to plough, to plough ,ine-pro,9,1,1,1,1,1,1,1,1,0,1
32697,·ara, ·ara ,['h₂erh₃-'],to plough, to plough ,sga,1,0,0,0,0,0,0,1,0,0,0
32698,ἤροσα, ἤροσα ,['h₂erh₃-'],to plough, to plough ,grc,1,1,0,0,0,0,0,0,0,0,0
32699,"h₂ḗrh₃st, h₂érh₃sn̥t", h₂ḗrh₃st | h₂érh₃sn̥t ,['h₂erh₃-'],to plough, to plough ,ine-pro,2,1,0,0,0,0,0,1,0,0,0
32700,"h₂órh₃ey, h₂r̥h₃énti", h₂órh₃ey | h₂r̥h₃énti ,['h₂erh₃-'],to plough, to plough ,ine-pro,1,0,1,0,0,0,0,0,0,0,0
32701,aratim, aratim ,['h₂erh₃-'],farmland, farmland ,xce,1,0,0,0,0,0,0,1,0,0,0
32702,h₂érh₃tis, h₂érh₃tis ,['h₂erh₃-'],to plough, to plough ,ine-pro,1,0,0,0,0,0,0,1,0,0,0
32703,ἄροτος, ἄροτος ,['h₂erh₃-'],"ploughing, (ploughed) land"," ploughing, ploughed land ploughing,  land ",grc,1,1,0,0,0,0,0,0,0,0,0
32704,ἀροτός, ἀροτός ,['h₂erh₃-'],ploughable, ploughable ,grc,1,1,0,0,0,0,0,0,0,0,0
32705,arātum, arātum ,['h₂erh₃-'],to plough, to plough ,la,1,0,0,0,0,0,1,0,0,0,0
32706,h₂erh₃tós, h₂erh₃tós ,['h₂erh₃-'],to plough, to plough ,ine-pro,2,1,0,0,0,0,1,0,0,0,0
32707,arwī, arwī ,['h₂erh₃-'],to plough, to plough ,cel-pro,1,0,0,0,0,0,0,1,0,0,0
32708,arawos, arawos ,['h₂erh₃-'],to plough, to plough ,itc-pro,1,0,0,0,0,0,1,0,0,0,0
32709,h₂erh₃wós, h₂erh₃wós ,['h₂erh₃-'],arable, arable ,ine-pro,2,0,0,0,0,0,1,1,0,0,0
32710,arë, arë ,['h₂erh₃-'],to plough, to plough ,sq,1,0,0,0,0,1,0,0,0,0,0
32711,arwa, arwa ,['h₂erh₃-'],to plough, to plough ,sqj-pro,1,0,0,0,0,1,0,0,0,0,0
32712,h₂r̥h₃eh₂, h₂r̥h₃eh₂ ,['h₂erh₃-'],fertile soil, fertile soil ,ine-pro,1,0,0,0,0,1,0,0,0,0,0
32713,áryas, áryas ,['h₂erh₃-'],aryan, aryan ,iir,1,0,0,0,0,0,0,0,0,0,1
32714,aramaite, aramaite ,['h₂erh₃-'],"ploughed field, arable land"," ploughed field, arable land ",ltg,1,0,0,1,0,0,0,0,0,0,0
32715,հարաւունք, հարաւունք ,['h₂erh₃-'],to plough, to plough ,xcl,1,0,0,0,0,0,0,0,1,0,0
32716,"արօս, արաւս", արօս | արաւս ,['h₂erh₃-'],to plough, to plough ,xcl,1,0,0,0,0,0,0,0,1,0,0
32717,h₁er-, h₁er- ,['none'],"to go to, to reach, to arrive, to get somewhere"," to go to, to reach, to arrive, to get somewhere ",ine-pro,5,1,1,0,0,0,1,0,1,0,1
32718,आरत्, आरत् ,['h₁er-'],"to go to, to reach, to arrive, to get somewhere"," to go to, to reach, to arrive, to get somewhere ",sa,1,0,0,0,0,0,0,0,0,0,1
32719,𐬁𐬭𐬆𐬨, 𐬁𐬭𐬆𐬨 ,['h₁er-'],"to go to, to reach, to arrive, to get somewhere"," to go to, to reach, to arrive, to get somewhere ",ae-old,1,0,0,0,0,0,0,0,0,0,1
32720,"h₁ért, h₁rént", h₁ért | h₁rént ,['h₁er-'],"to go to, to reach, to arrive, to get somewhere"," to go to, to reach, to arrive, to get somewhere ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
32721,आर, आर ,['h₁er-'],"to go to, to reach, to arrive, to get somewhere"," to go to, to reach, to arrive, to get somewhere ",sa,1,0,0,0,0,0,0,0,0,0,1
32722,"h₁eh₁óre, h₁eh₁rḗr", h₁eh₁óre | h₁eh₁rḗr ,['h₁er-'],"to go to, to reach, to arrive, to get somewhere"," to go to, to reach, to arrive, to get somewhere ",ine-pro,2,0,1,0,0,0,0,0,0,0,1
32723,"h₁órei, h₁r̥énti", h₁órei | h₁r̥énti ,['h₁er-'],"to go to, to reach, to arrive, to get somewhere"," to go to, to reach, to arrive, to get somewhere ",ine-pro,1,0,1,0,0,0,0,0,0,0,0
32724,ऋति, ऋति ,['h₁er-'],"to go to, to reach, to arrive, to get somewhere"," to go to, to reach, to arrive, to get somewhere ",sa,1,0,0,0,0,0,0,0,0,0,1
32725,Hr̥tíṣ, Hr̥tíṣ ,['h₁er-'],"to go to, to reach, to arrive, to get somewhere"," to go to, to reach, to arrive, to get somewhere ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
32726,Hr̥tíš, Hr̥tíš ,['h₁er-'],"to go to, to reach, to arrive, to get somewhere"," to go to, to reach, to arrive, to get somewhere ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
32727,"h₁értis, h₁r̥téys", h₁értis | h₁r̥téys ,['h₁er-'],"to go to, to reach, to arrive, to get somewhere"," to go to, to reach, to arrive, to get somewhere ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
32728,h₁er-, h₁er- ,['none'],earth, earth ,ine-pro,6,1,0,1,1,1,0,1,0,1,0
32729,ermunaz, ermunaz ,['h₁er-'],"world, earth"," world, earth ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
32730,"h₁érmn̥, h₁r̥méns", h₁érmn̥ | h₁r̥méns ,['h₁er-'],earth, earth ,ine-pro,1,0,0,0,1,0,0,0,0,0,0
32731,erþō, erþō ,['h₁er-'],"earth, ground, soil"," earth, ground, soil ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
32732,h₁érteh₂, h₁érteh₂ ,['h₁er-'],earth, earth ,ine-pro,1,0,0,0,1,0,0,0,0,0,0
32733,varr, varr ,['h₁er-'],earth, earth ,sq,1,0,0,0,0,1,0,0,0,0,0
32734,ā̆ur(V)n, ā̆ur(V)n | ā̆urVn | ā̆urn ,['h₁er-'],earth, earth ,sqj-pro,1,0,0,0,0,1,0,0,0,0,0
32735,érdvė, érdvė ,['h₁er-'],earth, earth ,lt,1,0,0,1,0,0,0,0,0,0,0
32736,erdvė, erdvė ,['h₁er-'],earth, earth ,sgs,1,0,0,1,0,0,0,0,0,0,0
32737,erw, erw ,['h₁er-'],field, field ,cy,1,0,0,0,0,0,0,1,0,0,0
32738,ἔρα, ἔρα ,['h₁er-'],earth, earth ,grc,1,1,0,0,0,0,0,0,0,0,0
32739,āre, āre ,['h₁er-'],earth, earth ,txb,1,0,0,0,0,0,0,0,0,1,0
32740,dʰéǵʰōm, dʰéǵʰōm ,['none'],earth, earth ,ine-pro,10,1,1,1,1,1,1,1,1,1,1
32741,humus, humus ,['dʰéǵʰōm'],earth, earth ,la,1,0,0,0,0,0,1,0,0,0,0
32742,homos, homos ,['dʰéǵʰōm'],earth, earth ,itc-pro,1,0,0,0,0,0,1,0,0,0,0
32743,dʰǵʰomo-, dʰǵʰomo- ,['dʰéǵʰōm'],earth, earth ,ine-pro,1,0,0,0,0,0,1,0,0,0,0
32744,χθᾰμᾰλός, χθᾰμᾰλός ,['dʰéǵʰōm'],earth, earth ,grc,1,1,0,0,0,0,0,0,0,0,0
32745,humilis, humilis ,['dʰéǵʰōm'],earth, earth ,la,1,0,0,0,0,0,1,0,0,0,0
32746,ζεμελως, ζεμελως ,['dʰéǵʰōm'],earth, earth ,xpg,1,1,0,0,0,0,0,0,0,0,0
32747,dʰǵʰemelo-, dʰǵʰemelo- ,['dʰéǵʰōm'],earth, earth ,ine-pro,2,1,0,0,0,0,1,0,0,0,0
